2022-12-09 17:05:02,926 INFO    StreamThr :7936 [internal.py:wandb_internal():88] W&B internal server running at pid: 7936, started at: 2022-12-09 17:05:02.925697
2022-12-09 17:05:02,927 DEBUG   HandlerThread:7936 [handler.py:handle_request():139] handle_request: status
2022-12-09 17:05:02,930 DEBUG   SenderThread:7936 [sender.py:send_request():317] send_request: status
2022-12-09 17:05:02,935 DEBUG   SenderThread:7936 [sender.py:send():303] send: header
2022-12-09 17:05:02,936 INFO    WriterThread:7936 [datastore.py:open_for_write():75] open: d:\SZD_cgan\SZD_image_generate\wandb\run-20221209_170502-3aihqa7k\run-3aihqa7k.wandb
2022-12-09 17:05:02,983 DEBUG   SenderThread:7936 [sender.py:send():303] send: run
2022-12-09 17:05:04,774 DEBUG   HandlerThread:7936 [handler.py:handle_request():139] handle_request: check_version
2022-12-09 17:05:04,784 INFO    SenderThread:7936 [dir_watcher.py:__init__():216] watching files in: d:\SZD_cgan\SZD_image_generate\wandb\run-20221209_170502-3aihqa7k\files
2022-12-09 17:05:04,784 INFO    SenderThread:7936 [sender.py:_start_run_threads():928] run started: 3aihqa7k with start time 1670576702.924697
2022-12-09 17:05:04,784 DEBUG   SenderThread:7936 [sender.py:send():303] send: summary
2022-12-09 17:05:04,785 INFO    SenderThread:7936 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-09 17:05:04,786 DEBUG   SenderThread:7936 [sender.py:send_request():317] send_request: check_version
2022-12-09 17:05:05,791 INFO    Thread-17 :7936 [dir_watcher.py:_on_file_created():275] file/dir created: d:\SZD_cgan\SZD_image_generate\wandb\run-20221209_170502-3aihqa7k\files\wandb-summary.json
2022-12-09 17:05:05,875 DEBUG   HandlerThread:7936 [handler.py:handle_request():139] handle_request: run_start
2022-12-09 17:05:05,887 DEBUG   HandlerThread:7936 [system_info.py:__init__():31] System info init
2022-12-09 17:05:05,887 DEBUG   HandlerThread:7936 [system_info.py:__init__():46] System info init done
2022-12-09 17:05:05,887 INFO    HandlerThread:7936 [system_monitor.py:start():150] Starting system monitor
2022-12-09 17:05:05,887 INFO    SystemMonitor:7936 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-09 17:05:05,887 INFO    HandlerThread:7936 [system_monitor.py:probe():168] Collecting system info
2022-12-09 17:05:05,892 INFO    SystemMonitor:7936 [interfaces.py:start():168] Started cpu
2022-12-09 17:05:05,892 DEBUG   HandlerThread:7936 [system_info.py:probe():195] Probing system
2022-12-09 17:05:05,892 INFO    SystemMonitor:7936 [interfaces.py:start():168] Started disk
2022-12-09 17:05:05,893 INFO    SystemMonitor:7936 [interfaces.py:start():168] Started memory
2022-12-09 17:05:05,903 INFO    SystemMonitor:7936 [interfaces.py:start():168] Started network
2022-12-09 17:05:05,904 DEBUG   HandlerThread:7936 [system_info.py:_probe_git():180] Probing git
2022-12-09 17:05:05,970 DEBUG   HandlerThread:7936 [system_info.py:_probe_git():188] Probing git done
2022-12-09 17:05:05,970 DEBUG   HandlerThread:7936 [system_info.py:probe():241] Probing system done
2022-12-09 17:05:05,970 DEBUG   HandlerThread:7936 [system_monitor.py:probe():177] {'os': 'Windows-10-10.0.22000-SP0', 'python': '3.9.13', 'heartbeatAt': '2022-12-09T09:05:05.892510', 'startedAt': '2022-12-09T09:05:02.913699', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/Tyrion58/SZD_image_generate.git', 'commit': '0ff8d0b71f72202b4ae3af54c3fb55162b82d6cd'}, 'email': 'zhangty21@mail.ustc.edu.cn', 'root': 'D:/SZD_cgan/SZD_image_generate', 'host': 'Analysis-Mechine-Of-Tyrion', 'username': 'Ty Zhang', 'executable': 'd:\\anaconda3\\envs\\pytorch\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3187.0, 'min': 0.0, 'max': 3187.0}, 'cpu_freq_per_core': [{'current': 3187.0, 'min': 0.0, 'max': 3187.0}], 'disk': {'total': 329.07519149780273, 'used': 267.62861251831055}, 'memory': {'total': 15.788383483886719}}
2022-12-09 17:05:05,970 INFO    HandlerThread:7936 [system_monitor.py:probe():178] Finished collecting system info
2022-12-09 17:05:05,970 INFO    HandlerThread:7936 [system_monitor.py:probe():181] Publishing system info
2022-12-09 17:05:05,970 DEBUG   HandlerThread:7936 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-09 17:05:05,971 DEBUG   HandlerThread:7936 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-09 17:05:05,971 DEBUG   HandlerThread:7936 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2022-12-09 17:05:06,797 INFO    Thread-17 :7936 [dir_watcher.py:_on_file_created():275] file/dir created: d:\SZD_cgan\SZD_image_generate\wandb\run-20221209_170502-3aihqa7k\files\requirements.txt
2022-12-09 17:05:06,798 INFO    Thread-17 :7936 [dir_watcher.py:_on_file_created():275] file/dir created: d:\SZD_cgan\SZD_image_generate\wandb\run-20221209_170502-3aihqa7k\files\conda-environment.yaml
2022-12-09 17:05:11,845 INFO    Thread-17 :7936 [dir_watcher.py:_on_file_modified():292] file/dir modified: d:\SZD_cgan\SZD_image_generate\wandb\run-20221209_170502-3aihqa7k\files\conda-environment.yaml
2022-12-09 17:05:12,205 DEBUG   HandlerThread:7936 [system_info.py:_save_conda():86] Saving conda packages done
2022-12-09 17:05:12,206 INFO    HandlerThread:7936 [system_monitor.py:probe():183] Finished publishing system info
2022-12-09 17:05:12,212 DEBUG   HandlerThread:7936 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 17:05:12,212 DEBUG   SenderThread:7936 [sender.py:send_request():317] send_request: stop_status
2022-12-09 17:05:12,214 DEBUG   HandlerThread:7936 [handler.py:handle_request():139] handle_request: pause
2022-12-09 17:05:12,214 INFO    HandlerThread:7936 [handler.py:handle_request_pause():696] stopping system metrics thread or process
2022-12-09 17:05:12,215 INFO    HandlerThread:7936 [system_monitor.py:finish():160] Stopping system monitor
2022-12-09 17:05:12,216 DEBUG   SystemMonitor:7936 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-09 17:05:12,216 DEBUG   SystemMonitor:7936 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2022-12-09 17:05:12,217 DEBUG   SystemMonitor:7936 [system_monitor.py:_start():141] Publishing last batch of metrics
2022-12-09 17:05:12,218 INFO    HandlerThread:7936 [interfaces.py:finish():173] Joined cpu
2022-12-09 17:05:12,218 INFO    HandlerThread:7936 [interfaces.py:finish():173] Joined disk
2022-12-09 17:05:12,218 INFO    HandlerThread:7936 [interfaces.py:finish():173] Joined memory
2022-12-09 17:05:12,218 INFO    HandlerThread:7936 [interfaces.py:finish():173] Joined network
2022-12-09 17:05:12,219 DEBUG   HandlerThread:7936 [handler.py:handle_request():139] handle_request: resume
2022-12-09 17:05:12,219 INFO    HandlerThread:7936 [handler.py:handle_request_resume():687] starting system metrics thread or process
2022-12-09 17:05:12,845 INFO    Thread-17 :7936 [dir_watcher.py:_on_file_created():275] file/dir created: d:\SZD_cgan\SZD_image_generate\wandb\run-20221209_170502-3aihqa7k\files\wandb-metadata.json
2022-12-09 17:05:13,062 DEBUG   SenderThread:7936 [sender.py:send():303] send: telemetry
2022-12-09 17:05:13,063 DEBUG   SenderThread:7936 [sender.py:send():303] send: telemetry
2022-12-09 17:05:13,063 DEBUG   SenderThread:7936 [sender.py:send():303] send: files
2022-12-09 17:05:13,063 INFO    SenderThread:7936 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-09 17:05:13,064 DEBUG   SenderThread:7936 [sender.py:send():303] send: stats
2022-12-09 17:05:13,989 DEBUG   SenderThread:7936 [sender.py:send():303] send: telemetry
2022-12-09 17:05:15,717 DEBUG   SenderThread:7936 [sender.py:send():303] send: telemetry
2022-12-09 17:05:17,408 DEBUG   HandlerThread:7936 [handler.py:handle_request():139] handle_request: pause
